date,volume_offeredcapacity_regup
2023-04-07 19:00:00,99.0500
2023-04-07 20:00:00,99.0492
2023-04-07 21:00:00,97.2849
2023-04-07 22:00:00,100
2023-04-07 23:00:00,100
2023-04-08 00:00:00,109.9900
2023-04-08 01:00:00,100
2023-04-08 02:00:00,100
2023-04-08 03:00:00,100
2023-04-08 04:00:00,100
2023-04-08 05:00:00,101.7700
2023-04-08 06:00:00,9.9900
2023-04-08 07:00:00,67.2900
2023-04-08 08:00:00,167.2900
2023-04-08 09:00:00,173.1200
2023-04-08 10:00:00,143.0300
2023-04-08 11:00:00,179.1100
2023-04-08 12:00:00,200
2023-04-08 13:00:00,191.7400
2023-04-08 14:00:00,192.2924
2023-04-08 15:00:00,100
2023-04-08 16:00:00,182.5021
2023-04-08 17:00:00,100
2023-04-08 18:00:00,0
2023-04-08 19:00:00,59.4400
2023-04-08 20:00:00,99.0500
2023-04-08 21:00:00,99.8151
2023-04-08 22:00:00,100
2023-04-08 23:00:00,100
2023-04-09 00:00:00,180.0875
2023-04-09 01:00:00,89.8600
2023-04-09 02:00:00,103
2023-04-09 03:00:00,70.6800
2023-04-09 04:00:00,58.9500
2023-04-09 05:00:00,83.2300
2023-04-09 06:00:00,107.3200
2023-04-09 07:00:00,113.1600
2023-04-09 08:00:00,115.6200
2023-04-09 09:00:00,200
2023-04-09 10:00:00,200
2023-04-09 11:00:00,173.9775
2023-04-09 12:00:00,99.0504
2023-04-09 13:00:00,99.0504
2023-04-09 14:00:00,99.4827
2023-04-09 15:00:00,89.5651
2023-04-09 16:00:00,198.9225
2023-04-09 17:00:00,100
2023-04-09 18:00:00,73.3400
2023-04-09 19:00:00,99.0500
2023-04-09 20:00:00,99.0500
2023-04-09 21:00:00,109.0500
2023-04-09 22:00:00,100
2023-04-09 23:00:00,100
2023-04-10 00:00:00,161.1526
2023-04-10 01:00:00,41.2100
2023-04-10 02:00:00,24.2600
2023-04-10 03:00:00,11.1500
2023-04-10 04:00:00,77.6100
2023-04-10 05:00:00,99.0500
2023-04-10 06:00:00,109.0500
2023-04-10 07:00:00,9.0500
2023-04-10 08:00:00,88.9500
2023-04-10 09:00:00,185.3500
2023-04-10 10:00:00,157.7301
2023-04-10 11:00:00,149.2578
2023-04-10 12:00:00,161.2227
2023-04-10 13:00:00,186.9429
2023-04-10 14:00:00,199.0500
2023-04-10 15:00:00,199.0500
2023-04-10 16:00:00,199.0500
2023-04-10 17:00:00,90
2023-04-10 18:00:00,0
2023-04-10 19:00:00,0
2023-04-10 20:00:00,0
2023-04-10 21:00:00,0
2023-04-10 22:00:00,0
2023-04-10 23:00:00,0
2023-04-11 00:00:00,0
2023-04-11 01:00:00,0
2023-04-11 02:00:00,0
2023-04-11 03:00:00,0
2023-04-11 04:00:00,0
2023-04-11 05:00:00,0
2023-04-11 06:00:00,0
2023-04-11 07:00:00,0
2023-04-11 08:00:00,0
2023-04-11 09:00:00,0
2023-04-11 10:00:00,0
2023-04-11 11:00:00,0
2023-04-11 12:00:00,0
2023-04-11 13:00:00,0
2023-04-11 14:00:00,0
2023-04-11 15:00:00,0
2023-04-11 16:00:00,0
2023-04-11 17:00:00,0
2023-04-11 18:00:00,0
2023-04-11 19:00:00,77.5275
2023-04-11 20:00:00,89.9300
2023-04-11 21:00:00,109.0500
2023-04-11 22:00:00,100
2023-04-11 23:00:00,100
2023-04-12 00:00:00,100
2023-04-12 01:00:00,84.1500
2023-04-12 02:00:00,100
2023-04-12 03:00:00,88.1200
2023-04-12 04:00:00,101.8800
2023-04-12 05:00:00,187.1700
2023-04-12 06:00:00,109.0500
2023-04-12 07:00:00,45.1000
2023-04-12 08:00:00,140.6200
2023-04-12 09:00:00,199.0500
2023-04-12 10:00:00,185.7423
2023-04-12 11:00:00,99.5727
2023-04-12 12:00:00,89.5651
2023-04-12 13:00:00,100
2023-04-12 14:00:00,183.0627
2023-04-12 15:00:00,97.9099
2023-04-12 16:00:00,199.0500
2023-04-12 17:00:00,100
2023-04-12 18:00:00,99.0500
2023-04-12 19:00:00,99.0500
2023-04-12 20:00:00,99.0500
2023-04-12 21:00:00,109.0500
2023-04-12 22:00:00,109.0500
2023-04-12 23:00:00,100
2023-04-13 00:00:00,100
2023-04-13 01:00:00,100
2023-04-13 02:00:00,100
2023-04-13 03:00:00,100
2023-04-13 04:00:00,100
2023-04-13 05:00:00,54.0100
2023-04-13 06:00:00,0
2023-04-13 07:00:00,36.9200
2023-04-13 08:00:00,115.1448
2023-04-13 09:00:00,193.1996
2023-04-13 10:00:00,156.7125
2023-04-13 11:00:00,115.9650
2023-04-13 12:00:00,116.1579
2023-04-13 13:00:00,100
2023-04-13 14:00:00,187.7424
2023-04-13 15:00:00,163.9726
2023-04-13 16:00:00,172.4369
2023-04-13 17:00:00,100
2023-04-13 18:00:00,0
2023-04-13 19:00:00,99.0500
2023-04-13 20:00:00,99.0500
2023-04-13 21:00:00,109.0500
2023-04-13 22:00:00,100
2023-04-13 23:00:00,100
2023-04-14 00:00:00,100
2023-04-14 01:00:00,100
2023-04-14 02:00:00,100
2023-04-14 03:00:00,34.4300
2023-04-14 04:00:00,20.4200
2023-04-14 05:00:00,90
2023-04-14 06:00:00,0
2023-04-14 07:00:00,0.6400
2023-04-14 08:00:00,80.5400
2023-04-14 09:00:00,186.7300
2023-04-14 10:00:00,141.5700
2023-04-14 11:00:00,169.2800
2023-04-14 12:00:00,100
2023-04-14 13:00:00,100
2023-04-14 14:00:00,100
2023-04-14 15:00:00,100
2023-04-14 16:00:00,194
2023-04-14 17:00:00,88.2600
2023-04-14 18:00:00,0
2023-04-14 19:00:00,78.5200
2023-04-14 20:00:00,61.5000
2023-04-14 21:00:00,135.9624
2023-04-14 22:00:00,100
2023-04-14 23:00:00,100
2023-04-15 00:00:00,100
2023-04-15 01:00:00,87.1300
2023-04-15 02:00:00,112.3300
2023-04-15 03:00:00,74.1300
2023-04-15 04:00:00,39.6200
2023-04-15 05:00:00,66.0600
2023-04-15 06:00:00,0
2023-04-15 07:00:00,0
2023-04-15 08:00:00,79.9000
2023-04-15 09:00:00,56.5600
2023-04-15 10:00:00,100
2023-04-15 11:00:00,100
2023-04-15 12:00:00,100
2023-04-15 13:00:00,100
2023-04-15 14:00:00,199.0500
2023-04-15 15:00:00,100
2023-04-15 16:00:00,196.1500
2023-04-15 17:00:00,102.1500
2023-04-15 18:00:00,0
2023-04-15 19:00:00,99.0500
2023-04-15 20:00:00,80.4400
2023-04-15 21:00:00,109.0500
2023-04-15 22:00:00,109.0500
2023-04-15 23:00:00,99.6025
2023-04-16 00:00:00,131.3400
2023-04-16 01:00:00,131.3400
2023-04-16 02:00:00,131.3400
2023-04-16 03:00:00,111.3100
2023-04-16 04:00:00,100
2023-04-16 05:00:00,90.0300
2023-04-16 06:00:00,72.5900
2023-04-16 07:00:00,101.6600
2023-04-16 08:00:00,115.6200
2023-04-16 09:00:00,160
2023-04-16 10:00:00,191.3500
2023-04-16 11:00:00,199.0500
2023-04-16 12:00:00,195.6750
2023-04-16 13:00:00,100
2023-04-16 14:00:00,196.4301
2023-04-16 15:00:00,100
2023-04-16 16:00:00,137.6600
2023-04-16 17:00:00,106
2023-04-16 18:00:00,8.2000
2023-04-16 19:00:00,99.0500
2023-04-16 20:00:00,96.4100
2023-04-16 21:00:00,106.2099
2023-04-16 22:00:00,109.0500
2023-04-16 23:00:00,100
2023-04-17 00:00:00,100
2023-04-17 01:00:00,56.7700
2023-04-17 02:00:00,99.1600
2023-04-17 03:00:00,44.0300
2023-04-17 04:00:00,50.7600
2023-04-17 05:00:00,62.0600
2023-04-17 06:00:00,65.9200
2023-04-17 07:00:00,0
2023-04-17 08:00:00,95.5200
2023-04-17 09:00:00,66.1800
2023-04-17 10:00:00,100
2023-04-17 11:00:00,100
2023-04-17 12:00:00,100
2023-04-17 13:00:00,174.5100
2023-04-17 14:00:00,100
2023-04-17 15:00:00,100
2023-04-17 16:00:00,182.6349
2023-04-17 17:00:00,100
2023-04-17 18:00:00,99.0500
2023-04-17 19:00:00,74.1500
2023-04-17 20:00:00,99.0500
2023-04-17 21:00:00,109.0500
2023-04-17 22:00:00,100
2023-04-17 23:00:00,100
2023-04-18 00:00:00,140.6100
2023-04-18 01:00:00,100.2000
2023-04-18 02:00:00,100
2023-04-18 03:00:00,100
2023-04-18 04:00:00,100
2023-04-18 05:00:00,92.9200
2023-04-18 06:00:00,109.0500
2023-04-18 07:00:00,36.9200
2023-04-18 08:00:00,115.6200
2023-04-18 09:00:00,200
2023-04-18 10:00:00,130.2400
2023-04-18 11:00:00,100
2023-04-18 12:00:00,193.8300
2023-04-18 13:00:00,178.7001
2023-04-18 14:00:00,122.9151
2023-04-18 15:00:00,89.5651
2023-04-18 16:00:00,199.0500
2023-04-18 17:00:00,100
2023-04-18 18:00:00,90.1200
2023-04-18 19:00:00,107.8500
2023-04-18 20:00:00,99.0500
2023-04-18 21:00:00,99.6975
2023-04-18 22:00:00,109.0500
2023-04-18 23:00:00,100
2023-04-19 00:00:00,5.1600
2023-04-19 01:00:00,0
2023-04-19 02:00:00,0
2023-04-19 03:00:00,0
2023-04-19 04:00:00,0
2023-04-19 05:00:00,54.6100
2023-04-19 06:00:00,0
2023-04-19 07:00:00,0
2023-04-19 08:00:00,95.5200
2023-04-19 09:00:00,77.9000
2023-04-19 10:00:00,100
2023-04-19 11:00:00,100
2023-04-19 12:00:00,114.7700
2023-04-19 13:00:00,100
2023-04-19 14:00:00,199.0500
2023-04-19 15:00:00,100
2023-04-19 16:00:00,191.4224
2023-04-19 17:00:00,100
2023-04-19 18:00:00,0
2023-04-19 19:00:00,9.0500
2023-04-19 20:00:00,96.0500
2023-04-19 21:00:00,109.0500
2023-04-19 22:00:00,100
2023-04-19 23:00:00,100
2023-04-20 00:00:00,163.3400
2023-04-20 01:00:00,71.0300
2023-04-20 02:00:00,34.7200
2023-04-20 03:00:00,56.8100
2023-04-20 04:00:00,55.8500
2023-04-20 05:00:00,65.8700
2023-04-20 06:00:00,0
2023-04-20 07:00:00,90.6000
2023-04-20 08:00:00,103.1000
2023-04-20 09:00:00,15.6200
2023-04-20 10:00:00,15.6200
2023-04-20 11:00:00,100
2023-04-20 12:00:00,100
2023-04-20 13:00:00,100
2023-04-20 14:00:00,199.0500
2023-04-20 15:00:00,100
2023-04-20 16:00:00,183.8928
2023-04-20 17:00:00,50
2023-04-20 18:00:00,36.4800
2023-04-20 19:00:00,83.2000
2023-04-20 20:00:00,9.0500
2023-04-20 21:00:00,199.0500
2023-04-20 22:00:00,109.0500
2023-04-20 23:00:00,100
2023-04-21 00:00:00,100
2023-04-21 01:00:00,106.2800
